age,pas,fixgear,tdrag,horse,fuel,ceiling,cruise
21,2,0,0,5.739792912179234,4.51085950651685,9.741027444837728,5.402677381872279
32,4,1,0,5.655991810819852,4.31748811353631,9.729193687429404,5.1298987149230735
30,4,0,0,5.739792912179234,4.51085950651685,10.043292972227004,5.236441962829949
28,4,1,0,5.707110264748875,4.634728988229636,9.90353755128617,5.111987788356544
26,6,1,0,5.707110264748875,4.634728988229636,9.90353755128617,5.111987788356544
19,4,0,0,5.707110264748875,4.51085950651685,9.741027444837728,5.402677381872279
17,6,1,0,4.691347882229144,3.688879454113936,9.04793908261736,4.672828834461906
17,4,1,0,5.081404364984463,4.23410650459726,9.39274525863144,4.795790545596741
31,6,0,1,5.707110264748875,4.406719247264253,9.792611856190192,4.990432586778736
38,2,0,0,5.707110264748875,4.442651256490317,9.792611856190192,4.983606621708336
37,6,1,0,5.564520407322694,4.51085950651685,9.61587214452889,5.068904202220232
23,4,0,0,5.655991810819852,4.394449154672439,9.729193687429404,5.1298987149230735
24,4,1,0,5.442417710521793,4.02535169073515,9.15915233520675,4.795790545596741
20,4,1,0,5.017279836814924,3.9318256327243257,9.15915233520675,4.7535901911063645
21,4,1,0,5.017279836814924,3.9318256327243257,9.15915233520675,4.7535901911063645
19,4,1,0,5.017279836814924,3.970291913552122,9.39274525863144,4.795790545596741
31,4,1,0,5.198497031265826,4.060443010546419,9.179984251961285,4.787491742782046
30,2,0,0,5.198497031265826,4.110873864173311,9.39274525863144,4.875197323201151
34,4,0,0,5.739792912179234,4.51085950651685,10.043292972227004,5.236441962829949
18,4,1,0,4.727387818712341,3.4339872044851463,9.04793908261736,4.691347882229144
37,4,0,0,5.707110264748875,4.634728988229636,9.90353755128617,5.181783550292085
35,4,1,0,5.442417710521793,4.442651256490317,9.15915233520675,4.804021044733257
32,6,1,0,5.707110264748875,4.634728988229636,9.680406499268877,5.068904202220232
36,4,0,0,5.081404364984463,4.007333185232471,9.39274525863144,4.812184355372417
22,4,1,0,5.111987788356544,4.060443010546419,9.179984251961285,4.787491742782046
18,6,0,1,5.303304908059076,3.9318256327243257,9.546884034617923,5.003946305945459
29,4,1,0,5.198497031265826,3.8918202981106265,9.15915233520675,4.812184355372417
21,4,1,0,5.017279836814924,3.970291913552122,9.39274525863144,4.795790545596741
30,6,1,0,5.707110264748875,4.634728988229636,9.680406499268877,5.068904202220232
18,4,1,0,5.081404364984463,4.007333185232471,9.39274525863144,4.795790545596741
38,2,0,0,5.303304908059076,4.290459441148391,10.085850775128716,5.153291594497779
